ACTION_TAKEN,CALL_DATE,CALL_FROM,CALL_TIME,Category,Message search terms,Sub Category,Sum of Incidents,Sum of Vehicle Delay Time,Measure Param,DIRECTION,DISPATCHER_ID,DIVISION,GEOGRAPHIC_LOCATION_MODIFIED,LINE (group) 1,LINE (group),LINE,LINE_DELAY,LINE_DELAY_TIME_END,LINE_DELAY_TIME_START,Location,LOCATION_ORIGINAL,Incident Location,Message,NO_RETURN,Number of Records,OPERATOR_ID,RUN,RUN_LINE,SENT_TO,STREET_A,STREET_B,STREET_C,STREET_D,Subcategory,Security Incident Type,TAG_ID,TIMEOUT,Date,TIME_OF_INCIDENT,VEHICLE,VEHICLE_DELAY_TIME_END,VEHICLE_DELAY_TIME_START,VEHICLE_NEW,VEHICLE_NEW_NUM_1,VEHICLE_NEW_NUM_2,VEH_DELAY,VIA,Veh_Delay_Time (copy),Vehicle Delay Minutes per Incident
SFPD* UNIT #3G52A RESPONDED AND REMOVED PASSENGER FROM COACH. NO ARREST. NO 799.,12/8/2017,OPERATOR,11:43,Passenger Incident,0,Intoxicated Passenger,1,2,1,    OB,9,PO,SACRAMENTO ##### CHERRY,33,33,33,00:00 - 00:00,,,SACRAMENTO  & CHERRY,,SACRAMENTO  & CHERRY,PASSENGER INCIDENT - INTOXICATED PASSENGER  PASSENGER REFUSED TO LEAVE COACH AT TERMINAL.,N,1,1950,327,327 / 33,,SACRAMENTO,CHERRY,%SACRAMENTO%,%CHERRY%,Intoxicated Passenger,Other,1565451,0:00,12/8/2017,12/8/2017 11:43,5462,12/8/2017 11:57,12/8/2017 11:55,,,,11:55 - 11:57,R,2,2
"5T-65, 4S-55, CYPRESS SECURITY RESPONDED, SFPD 3B-15D CLEARED, MEDIC 91 RESPONDED",12/5/2017,OPERATOR,20:26,Passenger Incident,0,Intoxicated Passenger,1,60,1,    OB,16,GR,6TH AND KING,N,N,N,21:05 - 21:17,12/5/2017 21:17,12/5/2017 21:05,KING & 6TH STREET,,KING & 6TH STREET,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,2983,108,108 / N,,,,,,Intoxicated Passenger,Other,1565079,0:00,12/5/2017,12/5/2017 20:26,1532-1541,12/5/2017 21:26,12/5/2017 20:26,,,,20:26 - 21:26,R,60,60
"INSP. SWART 5T61 CALLED AT 1238, ARRIVED AT 1253.  SFPD UNIT #3F60, CASE #170984558.  MEDIC #11 T/R.  5M10 MORRIS*, VIDEO*.  NO ARREST.  NO 799.  CLEARED AT 1325.",12/5/2017,OPERATOR,12:25,Passenger Incident,0,Intoxicated Passenger,1,60,1,    IB,22,PR,TURK ##### MASONIC,31,31,31,00:00 - 00:00,,,TURK & MASONIC,,TURK & MASONIC,PASSENGER INCIDENT - INTOXICATED PASSENGER  FELL ONTO ANOTHER PASSENGER,N,1,2858,123,123 / 31,,TURK,MASONIC,%TURK%,%MASONIC%,Intoxicated Passenger,Other,1565012,0:00,12/5/2017,12/5/2017 12:25,5566,12/5/2017 13:25,12/5/2017 12:25,,,,12:25 - 13:25,R,60,60
911* CAD # 7212 /1C13B INSP GIANG ON SITE / INSP CLEARED  INCIDENT / SFPD CANCELLED / NO 799/ VIDEO* ,12/3/2017,OPERATOR,16:01,Passenger Incident,0,Intoxicated Passenger,1,7,1,,9,FL,TRANSBAY TERMINAL,38,Other,38R,00:00 - 00:00,,,TRANSBAY TERMINAL ,,TRANSBAY TERMINAL ,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5393,464,464 / 38R,,,,,,Intoxicated Passenger,Other,1564713,0:00,12/3/2017,12/3/2017 16:01,6710,12/3/2017 16:08,12/3/2017 16:01,,,,16:01 - 16:08,R,7,7
"FORREST HILL STATION AGENT RESP, OUTBOUND SWEEP 78/L/1434-1492 AND 135/M/1505-1438, NO 799",12/1/2017,OPERATOR,19:06,Passenger Incident,0,Intoxicated Passenger,1,5,1,    OB,80,GR,FOREST HILL STATION,M,M,M,00:00 - 00:00,,,FORREST HILL,,FORREST HILL,PASSENGER INCIDENT - INTOXICATED PASSENGER  ALLEGED THAT PASSENGER JUMPED INTO TRACKWAY,N,1,3489,135,135 / M,,,,,,Intoxicated Passenger,Other,1564495,0:00,12/1/2017,12/1/2017 19:06,1505-1438,12/1/2017 19:11,12/1/2017 19:06,,,,19:06 - 19:11,R,5,5
OPERATOR CLEARED  PRIOR INSP & SFPD ARRIVAL. NO 799. OP INSTRUCTED TO FILL OUT REPORT WITH DISP. NO 799. VIDEO*.,11/26/2017,OPERATOR,23:06,Passenger Incident,0,Intoxicated Passenger,1,14,1,    OB,17,KI,TOWNSEND BETWEEN 4TH,10,10,10,00:00 - 00:00,,,TOWNSEND Between 4TH STREET,,TOWNSEND Between 4TH STREET,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5578,764,764 / 10,,,,,,Intoxicated Passenger,Other,1563687,0:00,11/26/2017,11/26/2017 23:06,8225,11/27/2017 23:20,11/27/2017 23:06,,,,23:06 - 23:20,R,14,14
OPERATOR CLEARED  PRIOR INSP (5T65B) ARRIVAL. MEDIC 70 TRANSPORTED PASS TO SFGH. NO 799. OP INSTRUCTED TO FILL OUT REPORT WITH DISP AFTER PULL IN. ,11/25/2017,OPERATOR,19:00,Passenger Incident,0,Intoxicated Passenger,1,32,1,    OB,7,KI,DONAHUE ##### INNES,19,19,19,00:00 - 00:00,,,DONAHUE & INNES,,DONAHUE & INNES,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5735,755,755 / 19,,DONAHUE,INNES,%DONAHUE%,%INNES%,Intoxicated Passenger,Other,1563567,0:00,11/25/2017,11/25/2017 19:00,8221,11/25/2017 19:32,11/25/2017 19:00,,,,19:00 - 19:32,R,32,32
"SFPD* CAD #173283861.  MEDIC #94 AND SFFD ENGINE #1 RESP.  VIDEO*,  NO 799",11/24/2017,OPERATOR,23:55,Passenger Incident,0,Intoxicated Passenger,1,16,1,    IB,17,PO,MISSION ##### 5TH,14,14,14,00:00 - 00:00,,,MISSION & 5TH STREET,,5TH ST & MISSION ST,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4152,490,490 / 14,,MISSION,5TH,%MISSION%,%5TH%,Intoxicated Passenger,Other,1563463,0:00,11/24/2017,11/24/2017 23:55,5432,11/26/2017 0:11,11/25/2017 23:55,,,,23:55 - 00:11,R,16,16
"INSP, 5T50B, T. CHOU* AT 2127/2139 HRS.  SFPD* CAD #173272735.  ENGINE #38 RESP,  MEDIC #62 TRANSPORTED PASSENGER TO CPMC.  VIDEO*,  NO 799",11/23/2017,OPERATOR,21:26,Passenger Incident,0,Intoxicated Passenger,1,30,1,,40,PO,FILLMORE BETWEEN WASHINGTON ##### CLAY,22,22,22,00:00 - 00:00,,,FILLMORE Between WASHINGTON & CLAY,,FILLMORE Between WASHINGTON & CLAY,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5737,448,448 / 22,,FILLMORE BETWEEN WASHINGTON,CLAY,,,Intoxicated Passenger,Other,1563349,0:00,11/23/2017,11/23/2017 21:26,5422,11/23/2017 21:56,11/23/2017 21:26,,,,21:26 - 21:56,R,30,30
5-T-61 B INSP VELACRUZ CALLED @ 1432 ARRV @ 1437 SFFD CAD#1715 MEDIC # 63 RESPONDED SFPD CAD# 1749 UNIT 3A11C CLEARED NO 799 NO INJURY NO DAMAGE,11/23/2017,OPERATOR,14:27,Passenger Incident,0,Intoxicated Passenger,1,31,1,    IB,41,FL,MARKET ##### 1ST,7,7,7,00:00 - 00:00,,,MARKET & 1ST STREET,,MARKET & 1ST STREET,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5325,565,565 / 7,,MARKET,1ST,%MARKET%,%1ST%,Intoxicated Passenger,Other,1563312,0:00,11/23/2017,11/23/2017 14:27,6533,11/23/2017 14:58,11/23/2017 14:27,,,,14:27 - 14:58,R,31,31
"INSP GUILLES, P (5T63B), DCPD # 251 RESP. NO ARREST. NO 799",11/22/2017,OPERATOR,21:03,Passenger Incident,0,Intoxicated Passenger,1,48,1,    IB,10,WO,GENEVA ##### RIO VERDE,9R,Other,9R,00:00 - 00:00,,,GENEVA & RIO VERDE,,GENEVA AVE & RIO VERDE ST,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4342,235,235 / 9R,,GENEVA,RIO VERDE,,,Intoxicated Passenger,Other,1563270,0:00,11/22/2017,11/22/2017 21:03,8334,11/22/2017 21:51,11/22/2017 21:03,,,,21:03 - 21:51,R,48,48
SFFD ENGINE 44 RESPONDED. CAD#173263135. VIDEO*  AN INTOXICATED MALE PATRON IN HIS 20'S WEARING BLACK PANTS AND WHITE TSHIRT,11/22/2017,OPERATOR,17:45,Passenger Incident,0,Intoxicated Passenger,1,,1,    IB,7,WO,BAY SHORE BETWEEN SUNNYDALE ##### VISITACION,9,9,9,00:00 - 00:00,,,BAYSHORE Between SUNNYDALE & VISITACION,,BAYSHORE Between SUNNYDALE & VISITACION,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4193,241,241 / 9,,BAY SHORE BETWEEN SUNNYDALE,VISITACION,,,Intoxicated Passenger,Other,1563244,0:00,11/22/2017,11/22/2017 17:45,8831,,,,,,00:00 - 00:00,R,,
"INSP MCDANIEL, A (5T62B), SFFD ENGINE 5 RESP. MEDIC 66 TRANSPORTED PASS TO ST MARY'S HOSP. NO 799. SYSTEM SAFETY*, VIDEO*, CLAIM 6A47*. PAGE SENT OUT.",11/20/2017,OPERATOR,21:25,Passenger Incident,0,Intoxicated Passenger,1,17,1,    OB,40,ME,MARKET ##### CHURCH,F,F,F,00:00 - 00:00,,,MARKET & CHURCH,,MARKET & CHURCH,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4257,178,178 / F,,MARKET,CHURCH,%MARKET%,%CHURCH%,Intoxicated Passenger,Other,1562922,0:00,11/20/2017,11/20/2017 21:25,1075,11/20/2017 21:41,11/20/2017 21:24,,,,21:24 - 21:41,R,17,17
"INSP JONES, A (5T83), SFPD 3F14E RESP. NO ARREST. NO 799.  ",11/19/2017,OPERATOR,1:54,Passenger Incident,0,Intoxicated Passenger,1,19,1,    OB,37,WO,CHURCH ##### DUBOCE,94,OWL,94,00:00 - 00:00,,,CHURCH & DUBOCE,,CHURCH & DUBOCE,PASSENGER INCIDENT - INTOXICATED PASSENGER  5 INTOXICATED PASS ON BOARD,N,1,5516,309,309 / 94,,CHURCH,DUBOCE,%CHURCH%,%DUBOCE%,Intoxicated Passenger,Other,1562669,0:00,11/19/2017,11/19/2017 1:54,8833,11/19/2017 2:13,11/19/2017 1:54,,,,01:54 - 02:13,R,19,19
"INSP CHOU, T (5T60B), SFPD 3A15D RESP. MEDIC 55 TRANSPORTED PASS TO CPMC. NO 799. ",11/18/2017,OPERATOR,21:01,Passenger Incident,0,Intoxicated Passenger,1,56,1,    OB,26,PO,MARKET ##### FRONT,5,5,5,00:00 - 00:00,,,MARKET & FRONT,,MARKET & FRONT,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4850,437,437 / 5,,MARKET,FRONT,%MARKET%,%FRONT%,Intoxicated Passenger,Other,1562660,0:00,11/18/2017,11/18/2017 21:01,7229,11/18/2017 21:57,11/18/2017 21:01,,,,21:01 - 21:57,R,56,56
"SFPD 3H13E RESPONDED AND CLEARED, NO ARREST.",11/15/2017,OPERATOR,23:19,Passenger Incident,0,Intoxicated Passenger,1,11,1,    IB,87,WO,BAY SHORE BETWEEN LELAND ##### VISITION,9,9,9,00:00 - 00:00,,,BAYSHORE Between LELAND & VISITION,,BAYSHORE Between LELAND & VISITION,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5516,309,309 / 9,,BAY SHORE BETWEEN LELAND,VISITION,,,Intoxicated Passenger,Other,1562202,0:00,11/15/2017,11/15/2017 23:19,8646,11/16/2017 23:30,11/16/2017 23:19,,,,23:19 - 23:30,R,11,11
"INSPECTOR 1-C-14-B, PHAM RESPONDED. SFFD ENGINE-13 RESPONDED. BUT PASSENGER WALKED AWAY. VIDEO PULLED. COACH BACK IN SERVICE. NO 799.",11/14/2017,OPERATOR,16:44,Passenger Incident,0,Intoxicated Passenger,1,4,1,    OB,41,WO,MARKET ##### STEUART,9,9,9,00:00 - 00:00,,,MARKET & STEUART,,MARKET ST & STEUART ST,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4193,241,241 / 9,,MARKET,STEUART,%MARKET%,%STEUART%,Intoxicated Passenger,Other,1562014,0:00,11/14/2017,11/14/2017 16:44,8816,11/14/2017 16:55,11/14/2017 16:51,,,,16:51 - 16:55,R,4,4
NO 799.  SFPD CAD# 173170135.  SFPD UNIT# 3H13E RESPONDED.  NO ARREST MADE.  NO INJURY REPORTED.  VIDEO*  TMC-36*  OPERATOR INSTRUCTED TO SEE DISPATCHER AFTER SHIFT FOR PROPER REPORTING.,11/13/2017,OPERATOR,1:38,Passenger Incident,0,Intoxicated Passenger,1,19,1,    IB,37,PO,MISSION ##### GENEVA,14,14,14,00:00 - 00:00,,,MISSION & GENEVA,,GENEVA AVE & MISSION ST,PASSENGER INCIDENT - INTOXICATED PASSENGER,N,1,4724,482,482 / 14,,MISSION,GENEVA,%MISSION%,%GENEVA%,Intoxicated Passenger,Other,1561513,0:00,11/13/2017,11/13/2017 1:38,7231,11/13/2017 1:57,11/13/2017 1:38,,,,01:38 - 01:57,R,19,19
"INSP CHOU, T (5T62B) CLEARED PRIOR SFPD ARRIVAL. NO 799. VIDEO*.",11/11/2017,OPERATOR,10:41,Passenger Incident,0,Intoxicated Passenger,1,28,1,    OB,81,WO,SAN BRUNO ##### SILVER,9,9,9,00:00 - 00:00,,,SAN BRUNO & SILVER,,SAN BRUNO & SILVER,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4791,309,309 / 9,,SAN BRUNO,SILVER,%SAN%BRUNO%,%SILVER%,Intoxicated Passenger,Other,1561630,0:00,11/11/2017,11/11/2017 10:41,8846,11/11/2017 23:09,11/11/2017 22:41,,,,22:41 - 23:09,R,28,28
NO 799.  VIDEO*  DCPD DO NOT HAVE UNIT#S. RESPONDED.  BADGE#'S 231 AND 227 RESPONDED AND CLEARED.  VIDEO*,11/7/2017,OPERATOR,22:10,Passenger Incident,0,Intoxicated Passenger,1,30,1,    IB,37,WO,GENEVA ##### RIO VERDE,9,9,9,00:00 - 00:00,,,GENEVA & RIO VERDE,,GENEVA AVE & RIO VERDE ST,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5718,234,234 / 9,,GENEVA,RIO VERDE,,,Intoxicated Passenger,Other,1561048,0:00,11/7/2017,11/7/2017 22:10,8874,11/7/2017 22:40,11/7/2017 22:10,,,,22:10 - 22:40,R,30,30
"INSP CHAVEZ, J (5T67B), DALY CITY FD ENGINE 92 RESP. MEDIC EMS 70 TRANSPORTED PASS TO SETON HOSP. NO 799. VIDEO*.",11/5/2017,OPERATOR,18:00,Passenger Incident,0,Intoxicated Passenger,1,64,1,    IB,46,PO,MISSION ##### SAN JOSE,14,14,14,00:00 - 00:00,,,MISSION & SAN JOSE,,MISSION & SAN JOSE,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5491,412,412 / 14,,MISSION,SAN JOSE,,,Intoxicated Passenger,Other,1560724,0:00,11/5/2017,11/5/2017 18:00,7120,11/5/2017 19:04,11/5/2017 18:00,,,,18:00 - 19:04,R,64,64
"STATION OPS SUPERVISOR G. BUSTOS (4C95) RESPONDED, SFPD UNIT 3A15E RESPONDED UNDER CAD 93602 AND CLEARED, NO ARREST - NO CITATION",11/5/2017,EMBARCADERO AGENT,21:00,Passenger Incident,0,Intoxicated Passenger,1,48,1,,16, ,MONTGOMERY STATION,NA,Other,NA,00:00 - 00:00,,,MONTGOMERY STATION & PLATFORM LEVEL,,MONTGOMERY STATION & PLATFORM LEVEL,PASSENGER INCIDENT - INTOXICATED PASSENGER  PASSENGER ACTING ERRATICALLY WITHOUT SHIRT ON - ALLEGEDLY INTOXICATED OR UNDER THE INFLUENCE,N,1,,, / ,,,,,,Intoxicated Passenger,Other,1560538,0:00,11/5/2017,11/5/2017 21:00,,11/5/2017 21:48,11/5/2017 21:00,,,,21:00 - 21:48,T,48,48
SFPD* (CAD # 17308267) UNIT # 3G13D. OPERATOR CLEARED. NO 799.,11/4/2017,OPERATOR,14:41,Passenger Incident,0,Intoxicated Passenger,1,66,1,    IB,46,FL,GEARY ##### 20TH,38,38,38,00:00 - 00:00,,,GEARY & 20TH AVE,,GEARY & 20TH AVE,PASSENGER INCIDENT - INTOXICATED PASSENGER  NO ARREST. NO 799.,N,1,5446,555,555 / 38,,GEARY,20TH,%GEARY%,%20TH%,Intoxicated Passenger,Other,1560622,0:00,11/4/2017,11/4/2017 14:41,6571,11/4/2017 15:47,11/4/2017 14:41,,,,14:41 - 15:47,R,66,66
DALY CITY PD CLEARED PRIOR INSP 5T67B ARRIVAL. NO 799,11/4/2017,OPERATOR,17:52,Passenger Incident,0,Intoxicated Passenger,1,25,1,    IB,46,FL,DALY CITY BART,14R,Other,14R,00:00 - 00:00,,,DALY CITY BART,,DALY CITY BART,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5487,490,490 / 14R,,,,,,Intoxicated Passenger,Other,1560635,0:00,11/4/2017,11/4/2017 17:52,6626,11/4/2017 18:17,11/4/2017 17:52,,,,17:52 - 18:17,R,25,25
SFPD 3I16D CLEARED PRIOR INSP ARRIVAL. NO ARREST. NO 799. VIDEO*,11/2/2017,OPERATOR,18:18,Passenger Incident,0,Intoxicated Passenger,1,20,1,    IB,40,FL,PHELAN LOOP,8,8,8,00:00 - 00:00,,,PHELAN LOOP,,CITY COLLEGE TERMINAL,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,3344,599,599 / 8,,,,,,Intoxicated Passenger,Other,1560352,0:00,11/2/2017,11/2/2017 18:18,6602,11/2/2017 18:38,11/2/2017 18:18,,,,18:18 - 18:38,R,20,20
"INSP JONES, R (5T64B) RESP. SFPD 3G12E CLEARED. NO 799. VIDEO*.",10/31/2017,OPERATOR,23:29,Passenger Incident,0,Intoxicated Passenger,1,40,1,    OB,37,PO,SACRAMENTO ##### CHERRY,33,33,33,00:00 - 00:00,,,SACRAMENTO & CHERRY,,SACRAMENTO & CHERRY,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5658,469,469 / 33,,SACRAMENTO,CHERRY,%SACRAMENTO%,%CHERRY%,Intoxicated Passenger,Other,1560031,0:00,10/31/2017,10/31/2017 23:29,5433,11/2/2017 0:10,11/1/2017 23:30,,,,23:30 - 00:10,R,40,40
NO 799.  SFPD CAD# 173044462  VIDEO*  SFPD UNIT#  3G12E RESPONDED.  NO ARREST MADE.  INJURY REPORTED.,10/31/2017,OPERATOR,23:29,Passenger Incident,0,Intoxicated Passenger,1,7,1,    OB,37,PO,SACRAMENTO ##### CHERRY,33,33,33,00:00 - 00:00,,,SACRAMENTO & CHERRY,,SACRAMENTO & CHERRY,PASSENGER INCIDENT - INTOXICATED PASSENGER  WITH DOG,N,1,5758,469,469 / 33,,SACRAMENTO,CHERRY,%SACRAMENTO%,%CHERRY%,Intoxicated Passenger,Other,1560026,0:00,10/31/2017,10/31/2017 23:29,5433,10/31/2017 23:37,10/31/2017 23:30,,,,23:30 - 23:37,R,7,7
"INSPECTOR 5-T-60, SWART RESPONDED. KING AMERICAN-1 TRANSPORTED PASSENGER TO SOBERING UNIT. VIDEO PULLED. COACH BACK IN SERVICE. NO 799",10/30/2017,OPERATOR,11:59,Passenger Incident,0,Intoxicated Passenger,1,31,1,    OB,73,KI,VAN NESS ##### NORTH POINT,28,28,28,00:00 - 00:00,,,VAN NESS & NORTH POINT,,VAN NESS & NORTH POINT,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4806,616,616 / 28,,VAN NESS,NORTH POINT,%VAN%NESS%,%NORTH%POINT%,Intoxicated Passenger,Other,1559714,0:00,10/30/2017,10/30/2017 11:59,8325,10/30/2017 12:30,10/30/2017 11:59,,,,11:59 - 12:30,R,31,31
"INSP CHOU T (5T80, CLEANING UNIT 148, SFFD ENGINE 51, SFPD 3E1D RESP. NO ARREST. MEDIC 68 TRANSPORTED PASS TO ST FRANCIS HOSP. NO 799. VIDEO*.",10/28/2017,OPERATOR,20:31,Passenger Incident,0,Intoxicated Passenger,1,46,1,    OB,7,KI,MARINA ##### LAGUNA,43,43,43,00:00 - 00:00,,,MARINA & LAGUNA,,MARINA & LAGUNA,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4812,775,775 / 43,,MARINA,LAGUNA,%MARINA%,%LAGUNA%,Intoxicated Passenger,Other,1559515,0:00,10/28/2017,10/28/2017 20:31,8726,10/28/2017 21:30,10/28/2017 20:44,,,,20:44 - 21:30,R,46,46
"INSP VELACRUZ, A (5T66B) FINISHED OP INTERVIEW AT JACKSON & WEBSTER AT 1637 HRS. MEDIC 55 TRANSPORTED PASS TO CPMC . NO 799. VIDEO*.",10/25/2017,OPERATOR,15:38,Passenger Incident,0,Intoxicated Passenger,1,22,1,    IB,54,PR,DIVISADERO ##### CLAY,24,24,24,00:00 - 00:00,,,DIVISADERO & CLAY,,DIVISADERO & CLAY,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5375,107,107 / 24,,DIVISADERO,CLAY,%DIVISADERO%,%CLAY%,Intoxicated Passenger,Other,1559077,0:00,10/25/2017,10/25/2017 15:38,5506,10/25/2017 16:00,10/25/2017 15:38,,,,15:38 - 16:00,R,22,22
"INSP. 5T65-D. KINGSTEDT RESPONDED AND CLEARED. 740* CAD #3105, UNIT #3B1C RESPONDED AND CLEARED. NO ARREST. NO 799. ",10/24/2017,5T65B,17:10,Passenger Incident,0,Intoxicated Passenger,1,13,1,    OB,80, ,4TH ##### KING,NA,Other,NA,00:00 - 00:00,,,4TH STREET  & KING,,4TH STREET  & KING,PASSENGER INCIDENT - INTOXICATED PASSENGER  ON OB PLATFORM,N,1,,, / ,,4TH,KING,%4TH%,%KING%,Intoxicated Passenger,Other,1558855,0:00,10/24/2017,10/24/2017 17:10,,10/24/2017 17:23,10/24/2017 17:10,,,,17:10 - 17:23,R,13,13
SFPD RESPONDED AND CLERED WITH REMOVEL. NO 799,10/23/2017,STATION AGENT,0:53,Passenger Incident,0,Intoxicated Passenger,1,12,1,    OB,80,GR,CIVIC CENTER STATION,NA,Other,NA,00:00 - 00:00,,,CIVICE CENTER,,CIVICE CENTER,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,,, / ,,,,,,Intoxicated Passenger,Other,1558509,0:00,10/23/2017,10/23/2017 0:53,,10/23/2017 1:05,10/23/2017 0:53,,,,00:53 - 01:05,R,12,12
5T81 D. GREEN RESPONDED ANC CLEARED WITH SFPD B12E REMOVAL OF PASSANGER. NO 799,10/22/2017,OPERATOR,23:50,Passenger Incident,0,Intoxicated Passenger,1,25,1,    OB,80,GR,6TH AND KING,N,N,N,00:00 - 00:00,,,6TH STREET & KING,,6TH STREET & KING,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,3489,135,135 / N,,,,,,Intoxicated Passenger,Other,1558501,0:00,10/22/2017,10/22/2017 23:50,1546-1547,10/24/2017 0:15,10/23/2017 23:50,,,,23:50 - 00:15,R,25,25
SFPD UNIT 3H26E RESPONDED AND CLEARED (CAD 172904236).  COACH SENT IN DUE TO VOMIT. NO 799.,10/17/2017,OPERATOR,22:57,Passenger Incident,0,Intoxicated Passenger,1,10,1,    IB,87,PO,MISSION ##### LOWELL,14,14,14,00:00 - 00:00,,,MISSION & LOWELL,,MISSION & LOWELL,PASSENGER INCIDENT - INTOXICATED PASSENGER  VOMITED ON COACH,N,1,5747,490,490 / 14,POTRERO,MISSION,LOWELL,%MISSION%,%LOWELL%,Intoxicated Passenger,Other,1557749,23:59,10/17/2017,10/17/2017 22:57,5419,10/18/2017 23:21,10/18/2017 23:11,5490,5490,,23:11 - 23:21,R,10,10
"INSPECTOR 4C22B, 4C95 RESPONDED. SFPD UNIT 3A12E RESPONDED CAD #172853828 AND #172853932. PASSENGER REFUSED AID. SYSTEM SAFETY* TSOC* CLAIMS 6A42* VIDEO PULLED. CLEARED AT 22:28. ****NO SERVICE DELAY****  NO 799",10/12/2017,INSP 4C22B,22:13,Passenger Incident,0,Intoxicated Passenger,1,,1,    OB,88,GR,SUBWAY ##### EMBARCADERO,M,M,M,00:00 - 00:00,,,SUBWAY & EMBARCADERO,,SUBWAY & EMBARCADERO,PASSENGER INCIDENT - INTOXICATED PASSENGER  AFRO FEMALE APROX. 40YRS. WEARING BLACK SWEAT OUTFIT. ALLEGED FALL INTO TRACKWAY ****NO SERVICE DELAY****,N,1,1604,110,110 / M,,SUBWAY,EMBARCADERO,,,Intoxicated Passenger,Other,1557056,0:00,10/12/2017,10/12/2017 22:13,1406-1421,,,,,,00:00 - 00:00,R,,
"SFPD CAD#172852456, SFFD CAD#172852509.  NO ARREST, NO TRANSPORT, PERSON WALKED OFF COACH.  5T-61B JOMOC RESPONDED.  NO 799, COACH BACK TO SERVICE.",10/12/2017,OPERATOR,16:04,Passenger Incident,0,Intoxicated Passenger,1,15,1,    OB,9,PO,STEUART ##### MISSION,14,14,14,00:00 - 00:00,,,STEUART & MISSION,,STEUART & MISSION,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4961,370,370 / 14,,STEUART,MISSION,%STEUART%,%MISSION%,Intoxicated Passenger,Other,1557009,0:00,10/12/2017,10/12/2017 16:04,7208,10/12/2017 16:31,10/12/2017 16:16,,,,16:16 - 16:31,R,15,15
SFPD* CAD #53825.  UNIT #B13E RESP.  NO ARREST.  NO INJURY.  NO 799,10/12/2017,OPERATOR,22:09,Passenger Incident,0,Intoxicated Passenger,1,33,1,    OB,81,PR,STEUART TERMINAL,31,31,31,00:00 - 00:00,,,STEUART TERMINAL,,STEUART TERMINAL,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5250,145,145 / 31,,,,,,Intoxicated Passenger,Other,1557060,0:00,10/12/2017,10/12/2017 22:09,5495,10/13/2017 22:44,10/13/2017 22:11,,,,22:11 - 22:44,R,33,33
"INSPECTOR 4C93, SFPD (3I14E), SFFD (ENGINE 13), AND MEDIC 54. PASSENGER TRANSPORTED TO ST. FRANCIS. VIDEO PULLED. NO 799",10/10/2017,OPERATOR,23:17,Passenger Incident,0,Intoxicated Passenger,1,,1,    OB,10,GR,EMBARCADERO STATION,J,J,J,23:37 - 23:47,10/11/2017 23:47,10/11/2017 23:37,EMBARCADERO STATION,,EMBARCADERO STATION,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,2921,119,119 / J,,,,,,Intoxicated Passenger,Other,1556777,0:00,10/10/2017,10/10/2017 23:17,1489,,,,,,00:00 - 00:00,R,,
"INSP 5T62B CHOU, T. NOTIFIED @ 1712, ARRIVED @ 1733, CLEARED @ 1745. SFPD* (CAD # 172802874) UNIT # 3F43C DISPATCHED/RESPONDED. NO 799.",10/7/2017,OPERATOR,17:11,Passenger Incident,0,Intoxicated Passenger,1,34,1,    IB,54,PO,FULTON ##### MASONIC,5,5,5,00:00 - 00:00,,,FULTON & MASONIC,,FULTON & MASONIC,PASSENGER INCIDENT - INTOXICATED PASSENGER  NO ARREST. NO 799.,N,1,5303,392,392 / 5,,FULTON,MASONIC,%FULTON%,%MASONIC%,Intoxicated Passenger,Other,1556299,0:00,10/7/2017,10/7/2017 17:11,7253,10/7/2017 17:45,10/7/2017 17:11,,,,17:11 - 17:45,R,34,34
